Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review,TextBlob_Polarity,TextBlob_Subjectivity,NLTK_Negative,NLTK_Neutral,NLTK_Positive,NLTK_Compound,Sentiment_Class
Sri-Lanka,Nachos,57,['Maize'],1,Very Poor,45,2565,2021-12-22,2022-03-10,2022-03-22,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
India,Banana Chips,40,['Banana'],2,Poor,40,1600,2024-09-07,2024-11-02,2024-12-06,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Nachos,96,['Maize'],4,Good,60,5760,2022-01-23,2022-03-31,2022-04-23,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Ketchup,28,['Tomato'],0,No Feedback,50,1400,2020-12-22,2021-02-06,2021-03-22,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Biscuit,77,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,18,1386,2024-11-26,2025-01-07,2025-02-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Pasta,85,"['Wheat', 'Barley']",0,No Feedback,95,8075,2024-12-23,2025-03-17,2025-03-23,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Maggi,54,['Wheat'],4,Good,25,1350,2022-12-24,2023-01-04,2023-03-24,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Banana Chips,93,['Banana'],1,Very Poor,35,3255,2024-02-02,2024-02-17,2024-05-02,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bangladesh,Ketchup,53,['Tomato'],2,Poor,45,2385,2021-10-29,2021-12-16,2022-01-27,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Nachos,88,['Maize'],1,Very Poor,75,6600,2022-09-06,2022-09-20,2022-12-05,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
India,Khari,94,['Cumin'],3,Average,40,3760,2021-10-21,2021-11-06,2022-01-19,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Maggi,60,['Wheat'],1,Very Poor,35,2100,2023-03-29,2023-05-03,2023-06-27,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Ketchup,24,['Tomato'],3,Average,65,1560,2024-06-25,2024-08-24,2024-09-23,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
India,Banana Chips,86,['Banana'],1,Very Poor,40,3440,2024-01-10,2024-02-21,2024-04-09,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
India,Banana Chips,12,['Banana'],5,Excellent,40,480,2023-02-05,2023-03-15,2023-05-06,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Ketchup,48,['Tomato'],5,Excellent,50,2400,2021-11-13,2021-12-09,2022-02-11,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Pie,55,['Sugar'],0,No Feedback,30,1650,2023-09-10,2023-10-21,2023-12-09,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Toffee,94,['Sugar'],3,Average,15,1410,2023-01-24,2023-03-10,2023-04-24,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Toffee,69,['Sugar'],0,No Feedback,10,690,2021-10-22,2021-11-04,2022-01-20,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Toffee,80,['Sugar'],2,Poor,20,1600,2025-02-10,2025-04-07,2025-05-11,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bhutan,Pie,20,['Sugar'],5,Excellent,55,1100,2023-06-26,2023-09-11,2023-09-24,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bhutan,Toffee,49,['Sugar'],2,Poor,15,735,2024-12-21,2025-01-25,2025-03-21,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Sri-Lanka,Maggi,96,['Wheat'],0,No Feedback,30,2880,2024-07-26,2024-10-03,2024-10-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Cookie,59,"['Barley', 'Sugar']",4,Good,75,4425,2024-09-24,2024-11-03,2024-12-23,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Nepal,Ketchup,92,['Tomato'],0,No Feedback,55,5060,2022-05-12,2022-06-26,2022-08-10,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Biscuit,38,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,18,684,2022-03-02,2022-05-10,2022-05-31,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Pasta,44,"['Wheat', 'Barley']",5,Excellent,75,3300,2020-07-03,2020-08-09,2020-10-01,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Nachos,93,['Maize'],2,Poor,55,5115,2022-10-30,2022-12-06,2023-01-28,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Biscuit,48,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,15,720,2021-05-31,2021-07-16,2021-08-29,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Ketchup,84,['Tomato'],3,Average,60,5040,2022-11-19,2023-02-03,2023-02-17,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Maggi,36,['Wheat'],1,Very Poor,35,1260,2023-10-07,2023-11-15,2024-01-05,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Banana Chips,30,['Banana'],3,Average,25,750,2021-11-30,2021-12-29,2022-02-28,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Cookie,55,"['Barley', 'Sugar']",2,Poor,80,4400,2024-02-01,2024-02-17,2024-05-01,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Sri-Lanka,Toffee,62,['Sugar'],2,Poor,10,620,2022-10-05,2022-11-16,2023-01-03,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Maggi,92,['Wheat'],2,Poor,25,2300,2021-09-06,2021-09-22,2021-12-05,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Pasta,89,"['Wheat', 'Barley']",3,Average,100,8900,2022-09-01,2022-10-22,2022-11-30,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Ketchup,29,['Tomato'],3,Average,65,1885,2022-10-30,2022-12-06,2023-01-28,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Cookie,44,"['Barley', 'Sugar']",5,Excellent,95,4180,2021-05-10,2021-05-30,2021-08-08,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Maggi,14,['Wheat'],2,Poor,30,420,2024-10-29,2025-01-19,2025-01-27,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Nachos,45,['Maize'],4,Good,75,3375,2020-05-26,2020-06-16,2020-08-24,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Nepal,Khari,61,['Cumin'],1,Very Poor,35,2135,2025-01-28,2025-04-21,2025-04-28,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Pie,37,['Sugar'],5,Excellent,25,925,2022-04-24,2022-06-29,2022-07-23,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Toffee,32,['Sugar'],4,Good,15,480,2024-12-14,2025-01-30,2025-03-14,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Khari,59,['Cumin'],2,Poor,20,1180,2021-11-30,2022-02-07,2022-02-28,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bhutan,Toffee,56,['Sugar'],4,Good,15,840,2025-02-12,2025-05-06,2025-05-13,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
India,Pie,88,['Sugar'],5,Excellent,50,4400,2020-10-18,2021-01-01,2021-01-16,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Cookie,27,"['Barley', 'Sugar']",0,No Feedback,80,2160,2023-11-01,2023-11-16,2024-01-30,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Toffee,81,['Sugar'],2,Poor,20,1620,2023-07-16,2023-08-25,2023-10-14,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Sri-Lanka,Maggi,67,['Wheat'],5,Excellent,30,2010,2024-08-24,2024-10-21,2024-11-22,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Cookie,46,"['Barley', 'Sugar']",1,Very Poor,80,3680,2025-01-26,2025-03-03,2025-04-26,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Biscuit,93,"['Wheat', 'Sugar', 'Barley']",4,Good,22,2046,2024-02-05,2024-03-10,2024-05-05,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Toffee,23,['Sugar'],0,No Feedback,10,230,2025-07-21,2025-08-01,2025-10-19,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Maggi,31,['Wheat'],1,Very Poor,25,775,2022-03-18,2022-05-14,2022-06-16,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
India,Pasta,55,"['Wheat', 'Barley']",5,Excellent,120,6600,2025-01-08,2025-02-27,2025-04-08,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Pasta,84,"['Wheat', 'Barley']",5,Excellent,95,7980,2020-01-21,2020-04-10,2020-04-20,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Ketchup,63,['Tomato'],5,Excellent,55,3465,2024-10-22,2024-12-25,2025-01-20,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Pasta,37,"['Wheat', 'Barley']",5,Excellent,100,3700,2025-06-05,2025-08-20,2025-09-03,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Cookie,26,"['Barley', 'Sugar']",0,No Feedback,105,2730,2023-03-25,2023-04-12,2023-06-23,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Biscuit,83,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,25,2075,2024-05-14,2024-05-26,2024-08-12,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Nachos,71,['Maize'],4,Good,45,3195,2022-01-27,2022-02-17,2022-04-27,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Pakistan,Biscuit,17,"['Wheat', 'Sugar', 'Barley']",2,Poor,15,255,2020-02-24,2020-05-18,2020-05-24,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
India,Cookie,38,"['Barley', 'Sugar']",1,Very Poor,100,3800,2020-03-02,2020-05-08,2020-05-31,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Nepal,Toffee,66,['Sugar'],4,Good,15,990,2024-01-05,2024-03-03,2024-04-04,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Cookie,64,"['Barley', 'Sugar']",0,No Feedback,105,6720,2024-10-25,2024-12-06,2025-01-23,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Ketchup,77,['Tomato'],4,Good,45,3465,2022-07-21,2022-09-30,2022-10-19,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Biscuit,95,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,25,2375,2022-06-15,2022-09-04,2022-09-13,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Pasta,12,"['Wheat', 'Barley']",4,Good,75,900,2023-10-11,2023-12-25,2024-01-09,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bangladesh,Maggi,14,['Wheat'],3,Average,35,490,2023-09-28,2023-10-30,2023-12-27,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Ketchup,54,['Tomato'],3,Average,50,2700,2022-12-27,2023-03-22,2023-03-27,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Banana Chips,92,['Banana'],4,Good,35,3220,2022-08-06,2022-10-15,2022-11-04,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Pakistan,Pie,40,['Sugar'],2,Poor,25,1000,2025-01-27,2025-03-16,2025-04-27,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Biscuit,89,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,24,2136,2021-02-17,2021-03-14,2021-05-18,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Biscuit,98,"['Wheat', 'Sugar', 'Barley']",3,Average,22,2156,2024-06-28,2024-09-15,2024-09-26,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
India,Khari,11,['Cumin'],3,Average,40,440,2021-03-08,2021-04-13,2021-06-06,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Ketchup,54,['Tomato'],2,Poor,50,2700,2024-04-05,2024-06-25,2024-07-04,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
India,Banana Chips,23,['Banana'],5,Excellent,40,920,2022-04-26,2022-06-09,2022-07-25,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Sri-Lanka,Khari,41,['Cumin'],2,Poor,35,1435,2022-10-16,2022-12-28,2023-01-14,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Cookie,30,"['Barley', 'Sugar']",5,Excellent,85,2550,2020-04-19,2020-06-25,2020-07-18,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Pakistan,Toffee,30,['Sugar'],5,Excellent,12,360,2024-10-03,2024-11-05,2025-01-01,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Toffee,12,['Sugar'],0,No Feedback,10,120,2025-02-11,2025-04-22,2025-05-12,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Biscuit,28,"['Wheat', 'Sugar', 'Barley']",3,Average,24,672,2023-03-28,2023-06-13,2023-06-26,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
India,Ketchup,86,['Tomato'],2,Poor,60,5160,2022-05-08,2022-06-29,2022-08-06,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Banana Chips,94,['Banana'],4,Good,25,2350,2022-10-03,2022-10-16,2023-01-01,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Pie,10,['Sugar'],4,Good,55,550,2023-09-29,2023-12-13,2023-12-28,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Pasta,46,"['Wheat', 'Barley']",4,Good,100,4600,2025-03-07,2025-04-19,2025-06-05,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
India,Banana Chips,89,['Banana'],4,Good,40,3560,2020-08-26,2020-10-03,2020-11-24,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Nepal,Pasta,57,"['Wheat', 'Barley']",0,No Feedback,100,5700,2023-11-29,2023-12-16,2024-02-27,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Maggi,52,['Wheat'],1,Very Poor,25,1300,2020-07-09,2020-08-13,2020-10-07,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Banana Chips,21,['Banana'],2,Poor,45,945,2023-03-30,2023-04-13,2023-06-28,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pasta,71,"['Wheat', 'Barley']",5,Excellent,95,6745,2021-02-27,2021-03-16,2021-05-28,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Pie,21,['Sugar'],3,Average,30,630,2020-07-19,2020-09-08,2020-10-17,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Pasta,23,"['Wheat', 'Barley']",5,Excellent,100,2300,2021-10-28,2021-11-20,2022-01-26,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Banana Chips,81,['Banana'],0,No Feedback,45,3645,2022-11-25,2023-02-02,2023-02-23,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Toffee,64,['Sugar'],5,Excellent,10,640,2022-12-25,2023-02-17,2023-03-25,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Pakistan,Ketchup,30,['Tomato'],4,Good,55,1650,2020-11-21,2020-12-10,2021-02-19,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Ketchup,52,['Tomato'],4,Good,60,3120,2024-02-14,2024-03-16,2024-05-14,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Biscuit,41,"['Wheat', 'Sugar', 'Barley']",5,Excellent,25,1025,2020-10-11,2020-11-01,2021-01-09,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Banana Chips,59,['Banana'],5,Excellent,45,2655,2020-02-02,2020-04-15,2020-05-02,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pasta,47,"['Wheat', 'Barley']",1,Very Poor,95,4465,2024-11-28,2024-12-29,2025-02-26,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bangladesh,Biscuit,97,"['Wheat', 'Sugar', 'Barley']",5,Excellent,18,1746,2023-11-21,2024-01-30,2024-02-19,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Maggi,74,['Wheat'],4,Good,35,2590,2020-02-25,2020-04-11,2020-05-25,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
India,Cookie,60,"['Barley', 'Sugar']",3,Average,100,6000,2023-12-05,2024-01-17,2024-03-04,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Biscuit,76,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,25,1900,2022-02-28,2022-03-14,2022-05-29,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Maggi,64,['Wheat'],3,Average,15,960,2023-04-16,2023-04-26,2023-07-15,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Toffee,56,['Sugar'],2,Poor,10,560,2025-07-03,2025-08-23,2025-10-01,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
India,Maggi,64,['Wheat'],0,No Feedback,25,1600,2023-03-29,2023-06-08,2023-06-27,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Banana Chips,30,['Banana'],1,Very Poor,35,1050,2021-09-27,2021-11-06,2021-12-26,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Ketchup,44,['Tomato'],2,Poor,65,2860,2023-09-23,2023-10-05,2023-12-22,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Maggi,70,['Wheat'],2,Poor,25,1750,2023-03-08,2023-03-28,2023-06-06,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Biscuit,98,"['Wheat', 'Sugar', 'Barley']",2,Poor,22,2156,2022-06-06,2022-07-12,2022-09-04,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Cookie,22,"['Barley', 'Sugar']",5,Excellent,80,1760,2023-04-29,2023-05-23,2023-07-28,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Pie,98,['Sugar'],5,Excellent,25,2450,2020-03-12,2020-05-06,2020-06-10,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Ketchup,17,['Tomato'],2,Poor,50,850,2022-11-29,2023-02-01,2023-02-27,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Khari,18,['Cumin'],1,Very Poor,25,450,2023-08-05,2023-09-24,2023-11-03,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Biscuit,83,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,1245,2024-12-13,2025-02-15,2025-03-13,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Maggi,95,['Wheat'],1,Very Poor,15,1425,2021-10-26,2021-12-03,2022-01-24,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
India,Nachos,98,['Maize'],4,Good,65,6370,2024-03-16,2024-06-06,2024-06-14,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Pie,72,['Sugar'],3,Average,35,2520,2024-03-06,2024-03-29,2024-06-04,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
India,Ketchup,59,['Tomato'],4,Good,60,3540,2023-12-18,2024-01-14,2024-03-17,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Cookie,33,"['Barley', 'Sugar']",0,No Feedback,85,2805,2025-03-10,2025-03-20,2025-06-08,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Ketchup,55,['Tomato'],4,Good,55,3025,2020-06-02,2020-07-16,2020-08-31,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Nepal,Khari,64,['Cumin'],2,Poor,35,2240,2025-03-07,2025-04-19,2025-06-05,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Nachos,22,['Maize'],0,No Feedback,55,1210,2024-03-28,2024-04-25,2024-06-26,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Nachos,66,['Maize'],0,No Feedback,55,3630,2021-07-09,2021-09-12,2021-10-07,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Ketchup,87,['Tomato'],3,Average,45,3915,2024-02-15,2024-05-06,2024-05-15,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Ketchup,95,['Tomato'],3,Average,55,5225,2021-12-18,2022-03-11,2022-03-18,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Pakistan,Banana Chips,92,['Banana'],3,Average,30,2760,2020-05-31,2020-08-16,2020-08-29,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Nepal,Maggi,51,['Wheat'],2,Poor,25,1275,2024-02-20,2024-05-10,2024-05-20,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
India,Biscuit,64,"['Wheat', 'Sugar', 'Barley']",3,Average,20,1280,2024-01-02,2024-01-23,2024-04-01,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
India,Pasta,50,"['Wheat', 'Barley']",2,Poor,120,6000,2020-04-01,2020-04-14,2020-06-30,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Khari,98,['Cumin'],0,No Feedback,35,3430,2025-07-20,2025-10-12,2025-10-18,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Biscuit,45,"['Wheat', 'Sugar', 'Barley']",3,Average,15,675,2024-09-09,2024-11-12,2024-12-08,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Nachos,33,['Maize'],0,No Feedback,45,1485,2024-06-19,2024-07-16,2024-09-17,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Biscuit,25,"['Wheat', 'Sugar', 'Barley']",4,Good,15,375,2023-06-10,2023-08-29,2023-09-08,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Ketchup,99,['Tomato'],2,Poor,45,4455,2025-06-10,2025-08-04,2025-09-08,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Nachos,93,['Maize'],5,Excellent,75,6975,2025-01-15,2025-03-15,2025-04-15,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Nepal,Khari,54,['Cumin'],5,Excellent,35,1890,2024-09-25,2024-11-04,2024-12-24,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Cookie,83,"['Barley', 'Sugar']",1,Very Poor,80,6640,2022-02-09,2022-02-23,2022-05-10,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bangladesh,Pie,91,['Sugar'],5,Excellent,30,2730,2023-12-19,2024-03-09,2024-03-18,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Cookie,82,"['Barley', 'Sugar']",3,Average,95,7790,2024-01-23,2024-04-04,2024-04-22,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Pakistan,Biscuit,89,"['Wheat', 'Sugar', 'Barley']",5,Excellent,15,1335,2024-07-18,2024-07-31,2024-10-16,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Toffee,36,['Sugar'],5,Excellent,10,360,2021-11-09,2021-12-01,2022-02-07,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Biscuit,23,"['Wheat', 'Sugar', 'Barley']",3,Average,18,414,2024-07-25,2024-10-17,2024-10-23,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
India,Toffee,76,['Sugar'],3,Average,20,1520,2023-02-17,2023-03-26,2023-05-18,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Nachos,99,['Maize'],4,Good,35,3465,2021-09-01,2021-10-16,2021-11-30,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
